OG0004710.2	OG0012896.0	OG0001643.24	OG0000471.2	OG0000027.457	OG0001698.26	OG0001566.2
-0.512925319948276	-1.4131151871478154	-1.1587514286937521	-1.3375210295767486	-0.9018499789079885	-1.2039006722965686	-1.0540927027897475
OG0001388.12	OG0002087.0	OG0000038.0	OG0004608.0	OG0000409.24	OG0000704.0	OG0004027.1
-0.8583056380354691	-1.1854085623368023	-0.5428785420499038	-0.7715199016700826	0.10447085776291738	-1.0273808609918476	-1.2199419221016254
-1.2782336336613846	-0.01727103870140411	-1.0944950568503844	-0.4737308279347723	-1.478346171733372	-1.1028370366411655	-1.293005384291349	-2.039784866105864
OG0005964.0	OG0000012.918	OG0001516.22	OG0000225.48	OG0001232.24	OG0000739.15	OG0006887.0
-1.9506480408647084	-0.17576167339628612	-1.3729535406075914	-0.3057883922321096	-0.7801654761146294	-0.807679564965501	-1.0603972796439562
OG0006317.0	OG0002085.0	OG0000056.0	OG0000698.19	OG0000815.24	OG0007614.2	OG0000180.0	OG0004347.0
-0.9753966328593433	-0.15184280290092764	0.25229454120183664	-1.3947901559188582	-1.1661788622094176	-2.0362299689292374	-0.15826835651750287	-0.9646576192078029
OG0015698.3	OG0000257.0	OG0007179.8	OG0000770.1	OG0001766.6	OG0000018.289	OG0005852.2	OG0001077.24
-3.8480892419923323	0.0001442622910945383	-1.1775553605953832	-0.6538089702009304	-0.5145731728297583	-0.18885782633069192	-2.270207978440035	-1.9982698038611177
OG0008060.10	OG0000001.1420	OG0000018.1	OG0000601.52	OG0000984.24	OG0003542.0	OG0001337.24
-1.7154858667557547	-0.01727103870140411	-0.6106534638375021	-1.3313362222997793	-1.243318260190996	-0.7791747842021276	-1.0631076980109506
OG0010621.0	OG0002145.0	OG0000038.0	OG0001235.24	OG0002123.0	OG0008502.5	OG0000044.1	OG0005491.2
-1.8241880062782692	-0.512513650651464	-0.5428785420499038	-0.9928044985957962	-0.5391002028124681	-2.205563338195578	-0.6009930135276029	-0.6310640678021001
OG0000054.0	OG0002048.0	OG0000198.0	OG0001118.24	OG0001321.26	OG0005132.0	OG0000000.1528	OG0015162.0
-0.11450372678347603	-0.4123469789076785	-0.3989691306511904	-1.3744489489206877	-0.2278609687786466	-0.7336032269754467	-1.5807847399320463	-1.8044004245500964
OG0000002.1788	OG0012767.2	OG0000559.30	OG0005696.4	OG0000953.26	OG0000246.0	OG0000925.1
0.2893623404769398	-1.8672257667236745	-1.033864894562046	-1.7833899312575583	-1.324816374212189	-0.5324074912870507	-1.4196615258042915
OG0001640.7	OG0001226.24	OG0000038.0	OG0006267.0	OG0000391.20	OG0000299.1	OG0000207.240	OG0020431.0
-1.6144033039877546	-1.2719488921795712	-0.5428785420499038	-0.8308446411691063	-0.35328433892264566	-0.8820390472675833	-1.037413961643117	-2.0733932587486836
OG0000279.0	OG0002672.22	OG0013986.0	OG0000617.25	OG0000917.1	OG0001004.1	OG0010863.0	OG0000002.1788
-0.7006381023484414	-0.2248230043037026	-1.911586990273275	-0.5418280104074104	-1.9753966328593433	-0.07400058144377693	-1.8241880062782692	0.2893623404769398
OG0002084.0	OG0009908.12	OG0000391.20	OG0000609.44	OG0006215.0	OG0006175.0	OG0000007.976	OG0002077.0
-0.5728229453178999	-2.340075441597622	-0.35328433892264566	-1.1370130908049096	-1.3259009714622862	-1.2348047512361633	-0.24982229440694287	0.03857665145232347
OG0001043.2	OG0000006.561	OG0000002.1088	OG0000986.24	OG0009869.0	OG0000420.0	OG0008281.2	OG0000645.36
-1.0457292298551206	-0.17266872938773947	-0.8780562664895988	-1.0147910526824464	-1.9274139529314038	-0.49045616203966397	-2.780908941753803	-1.402778731599688
OG0000011.1	OG0001036.24	OG0000046.1	OG0007525.0	OG0000802.1	OG0001562.24	OG0008979.1
0.5140970048942337	-0.9459156071576208	-0.4065984188743529	-0.6344194341666346	-1.2105628639597157	-1.1847524936393254	-0.9959660987155103
OG0001592.24	OG0011140.0	OG0002087.0	OG0001134.24	OG0000431.12	OG0000018.289	OG0005612.2
-1.1635910677202619	-1.7656213106623855	-1.1854085623368023	-1.8323851592448888	-0.3122226226036953	-0.18885782633069192	-1.0356383367532653
OG0003847.24	OG0002361.0	OG0002143.0	OG0000727.24	OG0000302.34	OG0018412.0	OG0000082.1	OG0002078.0
-0.9697345571423307	-0.693621089289037	-0.5857562012813124	-0.7715199016700826	-0.896200256842332	-1.2199419221016254	-0.853866171106625	-1.831357964441161
OG0000001.1420	OG0001448.24	OG0007679.2	OG0000123.210	OG0004208.2	OG0000826.25	OG0000062.12	OG0000441.1
-0.01727103870140411	-0.703219582573575	-1.9567955014348324	-1.5344956303704944	-0.9481407011647501	-0.8344417455388263	-1.5538496598709068	-2.9170249727422317
OG0000001.1420	OG0000403.25	OG0007034.0	OG0005966.0	OG0001390.24	OG0001177.22	OG0007167.0	OG0002158.0
-0.01727103870140411	-0.4597742994044606	-1.166502663140165	-0.6840860345632576	-0.9925174236687941	-0.3291596641184381	-1.3658714424749592	-0.5659723253364025
OG0000264.1	OG0004785.6	OG0007940.2	OG0000018.289	OG0000726.25	OG0002146.0	OG0000562.7	OG0006120.4
-1.4799549759601824	-1.0368218438261088	-2.972562817293149	-0.18885782633069192	-0.48398485299633537	-0.8491804017878668	-1.3951695629008973	-1.8556925327369578
OG0005964.0	OG0000001.1420	OG0001511.22	OG0001421.30	OG0000014.1	OG0000634.26	OG0006175.0	OG0012946.5
-1.9506480408647084	-0.01727103870140411	-0.5432989689917948	-1.243318260190996	-0.4737308279347723	-1.2747387311749092	-1.2348047512361633	-3.3781192635611075
OG0000244.36	OG0000026.45	OG0000302.34	OG0007453.2	OG0002042.0	OG0000945.1	OG0001164.24
-3.554019099655104	-0.1413028099616662	-0.896200256842332	-1.945082080871042	-0.19479010441767403	-1.1571418167440228	-1.0487106217838669
OG0001764.0	OG0001442.1	OG0000359.28	OG0000010.475	OG0004208.2	OG0000940.24	OG0019440.0	OG0008321.0
-1.4035418604410144	-1.068241312155092	-0.5942254220501242	0.007339046008161679	-0.9481407011647501	-0.9581963123429151	-2.561494220217251	-2.230397501766746
OG0014758.1	OG0000807.26	OG0010587.0	OG0000018.289	OG0000749.2	OG0000985.26	OG0003072.2	OG0001260.24
-4.085833516249485	-1.7695510237924936	-0.7449223179945492	-0.18885782633069192	-0.3830777578812987	-0.9638131971521541	-1.3932735249871873	-1.453636426114565
OG0000124.2	OG0013623.0	OG0001275.26	OG0002035.0	OG0016942.0	OG0000082.1	OG0000426.5	OG0000338.41
-2.727379545337008	-1.3448313823904083	-1.7695510237924936	-0.19050323599911453	-0.046027091947825026	-0.853866171106625	-1.1811494391045665	0.7966808083669082
OG0000001.1420	OG0002324.87	OG0001011.1	OG0002000.0	OG0001085.24	OG0000261.0	OG0007486.2	OG0011459.1
-0.01727103870140411	-2.3147325934831584	-0.835728602319259	-0.7324042781481208	-1.1475216763576135	-0.7946074870103151	-2.168771306825942	-1.855170479161191
OG0001083.26	OG0000012.918	OG0010637.3	OG0014172.0	OG0000702.24	OG0001913.2	OG0000276.72	OG0006887.0
-1.0107156402523292	-0.17576167339628612	-1.4398720239187364	-1.3125809226281095	-1.9674759343078005	-0.8666995237702235	-0.8999642788381562	-1.0603972796439562
OG0004204.4	OG0001144.24	OG0009858.0	OG0001830.6	OG0000261.0	OG0000396.79	OG0000002.1788	OG0006998.14
-1.1306813051710953	-1.1840967231549033	-2.1354275372428675	-1.4363537305159362	-0.7946074870103151	-1.6452093507689292	0.2893623404769398	-2.148161027150656
OG0000026.45	OG0000480.64	OG0001057.24	OG0003042.54	OG0001821.4	OG0000154.2	OG0004152.1
-0.1413028099616662	-1.2385445071772796	-2.0291463456595165	-1.9094175236375577	-0.8970060066766743	-0.6887294085133586	-1.3122226226036953
OG0008266.0	OG0002000.0	OG0001217.1	OG0000026.628	OG0006390.0	OG0000007.976	OG0006725.0	OG0000160.4
-1.3503385593573005	-0.7324042781481208	-1.2399068255418602	-1.0929555251272016	-1.547088335060036	-0.24982229440694287	-1.6556259667142674	-0.030913993470059714
OG0001991.0	OG0000006.561	OG0004025.11	OG0000785.2	OG0010584.0	OG0015374.2	OG0002059.0	OG0001368.24
-1.3440986779354065	-0.17266872938773947	-1.5141610331209452	-0.6060347243397574	-1.3543905588165042	-2.9601597354682094	-0.6230428855222725	-0.9928044985957962
OG0000006.561	OG0001810.0	OG0000576.0	OG0005950.0	OG0006453.1	OG0000044.1	OG0000489.0
-0.17266872938773947	0.10043947928031166	-1.0609991549304867	-1.220614193801064	-1.4532413295652276	-0.6009930135276029	-0.9107730579296045
OG0005634.0	OG0000026.45	OG0003102.40	OG0001241.24	OG0000261.0	OG0001434.24	OG0001176.24	OG0012948.4
-1.9197516699078796	-0.1413028099616662	-1.3176064889372687	-0.8074270586130774	-0.7946074870103151	-1.2494792448176701	-1.1635910677202619	-3.3572707065107847
OG0005772.1	OG0000198.0	OG0006785.2	OG0000010.475	OG0004375.23	OG0002069.0	OG0001378.24	OG0001345.24
-0.815529263359908	-0.3989691306511904	-1.0697546816853354	0.007339046008161679	-2.340075441597622	-0.5114849910421879	-1.4619585466663363	-1.1328942704973453
OG0001054.1	OG0000034.305	OG0007835.4	OG0000032.252	OG0001123.1	OG0000042.185	OG0002094.0	OG0011907.0
-0.6506347224057867	-0.6588112275212595	-0.01814734671025936	-0.3082871842179762	-1.5249151170512174	-0.8953949567706891	-0.6905909507598809	-2.595968860378175
OG0002096.0	OG0000056.0	OG0003989.2	OG0013949.0	OG0000518.24	OG0000130.38	OG0001431.24
-1.2536012334528568	0.25229454120183664	-1.1946249891052318	-2.008682243099801	-0.7720125412654069	-0.1440103026915193	-0.1076478350824613
OG0001261.1	OG0000056.0	OG0005667.0	OG0013059.0	OG0000994.2	OG0000110.3	OG0008266.0	OG0001300.1
-1.1985929816342817	0.25229454120183664	-1.1626218402461934	-13.287712379549449	-0.9948156241402767	-0.4639470997597903	-1.3503385593573005	-1.547088335060036
OG0002070.0	OG0000006.561	OG0008209.0	OG0002068.0	OG0000110.3	OG0000323.43	OG0006895.3
-0.9779518348198268	-0.17266872938773947	-1.6952553422813692	-1.6961900329787145	-0.4639470997597903	-1.4647432890961618	-2.320486120713456
OG0001915.0	OG0000038.0	OG0001933.0	OG0001031.24	OG0005824.0	OG0000409.24	OG0005166.6
-1.0908029370083125	-0.5428785420499038	-1.1759246437484379	-0.7526800650201803	-2.1335271702841525	0.10447085776291738	-1.4449691988177917
OG0000360.67	OG0001148.24	OG0001051.24	OG0000014.1	OG0012981.0	OG0007453.2	OG0000082.1	OG0014654.1
-1.473530495359169	-1.7480688733114134	-1.2937125877569264	-0.4737308279347723	-1.1488006614067061	-1.945082080871042	-0.853866171106625	-1.5399389790226587
OG0006311.0	OG0000302.34	OG0000455.62	OG0000539.1	OG0001055.24	OG0000002.1788	OG0007163.2
-0.6436307862837749	-0.896200256842332	-1.5627722610870904	-0.8282807609121521	-2.2155797753822157	0.2893623404769398	-2.0115879742752116
OG0001991.0	OG0002103.0	OG0000056.0	OG0004458.0	OG0000420.0	OG0000556.30	OG0004651.18	OG0014773.1
-1.3440986779354065	-0.9728459484962734	0.25229454120183664	-1.2908858515287907	-0.49045616203966397	-0.9793733494100422	-1.4375255419036752	-2.5170484866326897
OG0008755.0	OG0001208.24	OG0001307.24	OG0000263.57	OG0004016.0	OG0008303.2	OG0000007.976	OG0000933.24
-1.3451978742102095	-1.1788612625092965	-0.8344417455388263	0.818932344010497	-1.1228054528737617	-3.0516981876493645	-0.24982229440694287	-0.3923264396509436
OG0015368.2	OG0001289.1	OG0000038.0	OG0001488.22	OG0006029.0	OG0000599.0	OG0005619.0	OG0002122.0
-0.6608626150804147	-1.774971916745951	-0.5428785420499038	-0.27404076549081247	-1.0555912954672275	-0.9312604093276949	-2.242635327614509	-1.0758240850034457
OG0000625.28	OG0000038.0	OG0001987.0	OG0001801.0	OG0005354.1	OG0005929.2	OG0000042.314
-1.5653317443856478	-0.5428785420499038	-1.0472191556726504	-0.9384311507319972	-1.3625288601152412	-1.1313132346778652	-0.2813863010245155
OG0001439.24	OG0000032.252	OG0001317.1	OG0002959.32	OG0000081.1	OG0006410.0	OG0000165.49
-0.30489701435952116	-0.3082871842179762	-1.033864894562046	-1.2088944295874708	-0.890037746601182	-1.1022174553385833	-0.7636604608316264
OG0006817.2	OG0005248.24	OG0000011.1	OG0001994.0	OG0014640.0	OG0000338.41	OG0001001.1	OG0000645.36
-1.5920490827614273	-2.324093762105477	0.5140970048942337	-0.7893617716198498	-1.4188898247744504	0.7966808083669082	0.37083384817640364	-1.402778731599688
OG0004622.6	OG0000818.1	OG0009880.0	OG0000012.918	OG0000811.34	OG0000290.0	OG0001420.22	OG0018045.0
-2.5344956303704946	-2.0516981876493645	-0.4737308279347723	-0.17576167339628612	-1.151682530163898	-0.5907448533151622	0.5647195944430954	-1.104076998076231
OG0001056.26	OG0000018.1	OG0001860.0	OG0001448.24	OG0000056.0	OG0005854.2	OG0018029.0	OG0011325.0
-0.6677217169430707	-0.6106534638375021	-0.9612828924271464	-0.703219582573575	0.25229454120183664	-1.1759246437484379	0.055334501751099704	-1.554273296650016
OG0000001.1420	OG0000616.40	OG0001696.0	OG0004412.2	OG0000183.0	OG0010507.3	OG0001097.24
-0.01727103870140411	-0.7641504234924366	-0.7018109298586781	-0.781404798449143	-0.002310160687201116	-2.2584251525812045	-1.0667295284676728
OG0000625.28	OG0000026.45	OG0007051.0	OG0008090.0	OG0001230.26	OG0004503.8	OG0000175.4	OG0002168.0
-1.5653317443856478	-0.1413028099616662	-1.9186603725480613	-0.5933544923279976	-0.938984225318372	-2.5071726120774884	-0.9548366483967755	-0.5504650365217113
OG0000919.32	OG0011802.5	OG0003775.0	OG0001953.2	OG0006745.0	OG0000018.289	OG0001317.1	OG0000336.0
-1.0944950568503844	-2.202903991745088	-0.8074270586130774	-1.7764538840471817	-0.8499603072258468	-0.18885782633069192	-1.033864894562046	-0.4330387576855113
OG0000198.0	OG0000056.0	OG0005336.8	OG0016085.0	OG0001373.1	OG0000979.1	OG0004022.8	OG0002115.0
-0.3989691306511904	0.25229454120183664	-2.4763376860395074	-2.0715728231243147	-1.3011592297927905	-0.7326439882161124	-0.8876334769274369	-0.9559556672939787
OG0000038.0	OG0000480.64	OG0001023.7	OG0000022.878	OG0000901.0	OG0008285.0	OG0010144.0	OG0000092.1
-0.5428785420499038	-1.2385445071772796	-0.7526800650201803	-1.1929748745013562	-0.588573754273535	-1.3212069276437082	-1.9323612831246366	0.8123750005659496
OG0001235.24	OG0016914.0	OG0000183.0	OG0001348.24	OG0002147.0	OG0000007.976	OG0005953.0	OG0004754.7
-0.9928044985957962	-2.341537138825891	-0.002310160687201116	-0.9736956756480915	-0.4254624786979365	-0.24982229440694287	-0.6431800849240055	-0.5625591756364571
OG0010571.0	OG0000896.1	OG0001836.0	OG0000409.24	OG0001230.26	OG0001667.0	OG0007306.8	OG0000002.1788
-1.0177091261710052	-1.039784866105864	-0.4979749784823046	0.10447085776291738	-0.938984225318372	-0.4741315765598182	-1.1370130908049096	0.2893623404769398
OG0001341.18	OG0000006.561	OG0006377.0	OG0001688.16	OG0006291.0	OG0001311.5	OG0010498.6	OG0000180.0
-1.5644780786560724	-0.17266872938773947	-0.5663995373741375	-0.5456135097711425	-1.5332423842738285	-1.2202780187929276	-1.9034682573063713	-0.15826835651750287
OG0000955.28	OG0000941.24	OG0004242.10	OG0013489.2	OG0014695.4	OG0000011.1	OG0000059.133	OG0001069.28
-1.1379652600447674	-0.5399389790226586	-0.5576668766702485	-1.1700692781603574	-1.7563309190331373	0.5140970048942337	-0.3735141370944932	-1.144329165559629
OG0000124.174	OG0005849.2	OG0002540.96	OG0000889.0	OG0012178.2	OG0000018.289	OG0000204.2	OG0001093.24
-1.8468432119385798	-1.3540217245972157	-2.6303939299681622	-0.9340141705014147	-2.2412704315421372	-0.18885782633069192	-0.7138285488929806	-1.0303245368567977
OG0000054.0	OG0000002.763	OG0002087.0	OG0003610.0	OG0002033.0	OG0012097.2	OG0004856.1	OG0000938.24
-0.11450372678347603	-0.7257085158978973	-1.1854085623368023	-0.5247075499634715	-0.7437139294149082	-3.811776337103063	-0.9847879149314968	-0.9367731980030187
OG0001810.0	OG0003039.0	OG0000038.0	OG0001441.1	OG0010149.0	OG0000225.48	OG0001539.22	OG0010952.0
0.10043947928031166	-1.222296244872902	-0.5428785420499038	-0.7700429914156375	-2.4675334171342618	-0.3057883922321096	-1.6674925540419632	-0.6217103469045492
OG0000006.561	OG0000364.1	OG0003602.0	OG0001447.24	OG0005767.0	OG0001941.0	OG0000621.39	OG0004027.1
-0.17266872938773947	-0.7065117976244923	-1.3617871145765936	-0.43869830585463065	-2.3770696490798233	-0.488026018218199	-0.9953907467474107	-1.2199419221016254
OG0005829.2	OG0001860.0	OG0000420.0	OG0010537.0	OG0002170.0	OG0000007.976	OG0002121.0
-0.8300749985576876	-0.9612828924271464	-0.49045616203966397	-0.9779518348198268	0.15587873270414274	-0.24982229440694287	-1.115597447016313
OG0000941.24	OG0013489.2	OG0001557.130	OG0005620.0	OG0000018.289	OG0001861.0	OG0000256.24	OG0001260.24
-0.5399389790226586	-1.1700692781603574	-1.9378782880922025	-1.427401324629968	-0.18885782633069192	-0.6099927379084407	-0.250165425587271	-1.453636426114565
OG0000054.0	OG0006410.0	OG0000737.40	OG0001261.1	OG0004207.12	OG0008689.8	OG0000584.0	OG0001151.26
-0.11450372678347603	-1.1022174553385833	-1.5253303408390566	-1.1985929816342817	-1.3219280948873626	-1.9595984847157935	1.6572284011610958	-1.352178966598703
OG0001849.0	OG0008331.4	OG0000011.1	OG0001404.24	OG0001836.0	OG0007476.6	OG0000290.0	OG0001152.24
-0.7816527907215007	-2.1360615495760285	0.5140970048942337	-1.038006322579745	-0.4979749784823046	-0.7449223179945492	-0.5907448533151622	-1.1700692781603574
OG0004754.7	OG0017999.0	OG0000230.58	OG0000012.918	OG0001246.24	OG0000931.1	OG0008895.6	OG0001076.24
-0.5625591756364571	-2.9930916306578226	-0.15136203809529378	-0.17576167339628612	-0.9711479941525065	-0.9241251330248723	-1.520769438793664	-1.4855999609633836
OG0007549.0	OG0006282.0	OG0000012.918	OG0000130.38	OG0000562.7	OG0000371.2	OG0000831.11
-1.0359341225135819	-0.8132459154168177	-0.17576167339628612	-0.1440103026915193	-1.3951695629008973	-0.599680677135515	-1.427401324629968
OG0000001.1420	OG0011285.2	OG0001054.1	OG0001354.22	OG0000188.1	OG0004903.1	OG0007493.0	OG0001276.24
-0.01727103870140411	-2.031503691022063	-0.6506347224057867	-0.5627722610870904	-0.09449505685038438	-1.7700429914156375	-2.4795526066810747	-2.0837526763099867
OG0002155.0	OG0000032.252	OG0000920.27	OG0011347.0	OG0000059.133	OG0004607.0	OG0000865.1
-1.5311560570253626	-0.3082871842179762	-0.7131188522118385	-2.6961900329787145	-0.3735141370944932	-1.3703403000726082	-0.023563039826121193
OG0002150.0	OG0000010.475	OG0001157.1	OG0000391.20	OG0005092.2	OG0001853.0	OG0006120.4	OG0010956.0
-0.4667356869282084	0.007339046008161679	-1.0394882898809756	-0.35328433892264566	-1.7388904710906985	-1.046325015550513	-1.8556925327369578	-1.6748438822584089
OG0001008.28	OG0000002.1788	OG0004256.2	OG0009992.0	OG0000497.40	OG0000599.0	OG0007069.0	OG0001471.24
-1.1491205849119288	0.2893623404769398	-0.6113144925046861	-1.768567591552035	-0.7060410209713055	-0.9312604093276949	-1.15521264992094	-1.1635910677202619
OG0000002.763	OG0012227.0	OG0000056.0	OG0001254.24	OG0005826.0	OG0000739.15	OG0001268.24
-0.7257085158978973	-2.394410848688886	0.25229454120183664	-2.386845571568701	-1.425850039490298	-0.807679564965501	-0.6590390154811373
OG0001032.24	OG0002321.0	OG0006008.0	OG0003744.6	OG0000059.133	OG0011896.1	OG0000930.24	OG0000002.1788
-1.107181572204967	-1.5022599113909068	-2.3718330007136763	-0.44772130900956375	-0.3735141370944932	-1.4771407448083025	-0.9205706849970848	0.2893623404769398
OG0009261.0	OG0000026.45	OG0001219.24	OG0001437.24	OG0000888.24	OG0000431.12	OG0007156.2	OG0005948.0
-1.2712522745702424	-0.1413028099616662	-1.2463954637200048	-1.2536012334528568	-0.5359591281101133	-0.3122226226036953	-1.3982084161379738	-1.6223764623642731
OG0004387.2	OG0001329.24	OG0002146.0	OG0000007.976	OG0001049.26	OG0007269.1	OG0000160.4	OG0007493.0
-0.8367589148364569	-1.1012885820105052	-0.8491804017878668	-0.24982229440694287	-1.0421596732937675	-0.9691695698467255	-0.030913993470059714	-2.4795526066810747
OG0000264.1	OG0007814.2	OG0000038.0	OG0001440.24	OG0002097.0	OG0002023.0	OG0020752.0
-1.4799549759601824	-2.443791328260415	-0.5428785420499038	-1.0825300533208069	-0.5777669993169522	0.12446048627433613	-2.2549778509627356
OG0014737.1	OG0000011.1	OG0004089.1	OG0001498.1	OG0003647.3	OG0001394.24	OG0000320.0	OG0001550.0
-2.5006260549978325	0.5140970048942337	-0.545824106814198	-1.2761356763732723	-0.8507406345003772	-1.0362299689292374	-0.24348904385984163	-1.0794780212096609
OG0000038.0	OG0000785.2	OG0003400.1	OG0004501.15	OG0000653.1	OG0001334.24	OG0004661.0	OG0001039.1
-0.5428785420499038	-0.6060347243397574	-2.244685095954902	-0.43070335443835533	-0.9021195659480868	-1.4751339354140698	-1.40621599473934	-0.7582818254032986
OG0016153.4	OG0001861.0	OG0003102.40	OG0004833.1	OG0000082.1	OG0000276.72	OG0001063.0	OG0001398.24
-1.44890239384089	-0.6099927379084407	-1.3176064889372687	-0.7923569873134674	-0.853866171106625	-0.8999642788381562	-0.35052249446826406	-0.642504296774766
OG0000147.0	OG0000639.0	OG0005845.2	OG0012981.0	OG0000018.289	OG0000747.2	OG0013592.3	OG0001602.32
-1.5803532474685666	-0.1305233660345985	-1.9822205874387653	-1.1488006614067061	-0.18885782633069192	-2.16682653676166	-2.242635327614509	-1.1661788622094176
OG0000054.0	OG0001542.3	OG0001383.24	OG0000214.0	OG0006027.0	OG0001111.22	OG0005659.6
-0.11450372678347603	-0.4463445976671093	-0.815529263359908	-0.42953706897395905	-1.7437139294149082	-1.1124747292584127	-1.9301603749313658
OG0000147.0	OG0000026.45	OG0006030.0	OG0001235.24	OG0000940.24	OG0004640.1	OG0000473.17	OG0004699.1
-1.5803532474685666	-0.1413028099616662	-1.0371178723571337	-0.9928044985957962	-0.9581963123429151	-0.8362436666020912	-0.923304098169617	-1.5462453931483024
OG0000054.0	OG0001000.24	OG0000261.0	OG0005800.0	OG0005275.2	OG0004492.8	OG0000580.32	OG0001296.24
-0.11450372678347603	-0.43791635730384093	-0.7946074870103151	-1.197930891195452	-2.8180705623099334	-1.1184136837566039	-0.59749609912741	-1.0505024187944279
