orthogroup	subset	gene	description	1021	WSM419	USDA1106	descriptions
OG0000009	OG0000009.185		ABC transporter permease				ABC transporter permease
OG0000009	OG0000009.802		ABC transpor ter per me ase	1021_SMc04294	WSM419_Smed_1752		ABC transporter permease; peptide transport system permease ABC transporter protein; binding-protein-dependent transport system inner membrane protein
OG0000009	OG0000009.1	dppB,dppB1	peptid ABC transpor ter per me ase	1021_SMc00787	WSM419_Smed_0330,WSM419_Smed_3304		dipeptide ABC transport system permease protein DppB; ABC transporter permease subunit; peptide ABC transporter permease; binding-protein-dependent transport system inner membrane protein; ABC transporter permease; nickel-transporting ATPase
OG0000009	OG0000009.921		ABC transporter permease	1021_SMa0300,1021_SMc02029,1021_SMc03754	WSM419_Smed_2440		ABC transporter permease; peptide transport system permease ABC transporter protein; peptide ABC transporter permease; binding-protein-dependent transport system inner membrane protein
OG0000009	OG0000009.835		ABC transport er permease	1021_SMa0105	WSM419_Smed_5166		ABC transporter permease; glutathione ABC transporter permease GsiC; binding-protein-dependent transport systems inner membrane component
OG0000009	OG0000009.195		ABC transport er permease	1021_SM_b20109,1021_SM_b20143,1021_SM_b21038,1021_SMa1373,1021_SMa1437,1021_SMa2085,1021_SMc02418,1021_SMc03127	WSM419_Smed_2854,WSM419_Smed_3986,WSM419_Smed_4028,WSM419_Smed_5038,WSM419_Smed_5066,WSM419_Smed_5079,WSM419_Smed_5415,WSM419_Smed_5655,WSM419_Smed_5793		binding-protein-dependent transport systems inner membrane component; oligopeptide ABC transporter permease; peptide transport system permease ABC transporter protein; peptide ABC transporter permease; binding-protein-dependent transport system inner membrane protein; ABC transporter permease; oligopeptidemurein peptide ABC transporter permease
OG0000010	OG0000010.2		amino acid ABC transporte r per me ase		WSM419_Smed_2980		ABC transporter permease; hypothetical protein; polar amino acid ABC transporter inner membrane subunit; amino acid ABC transporter permease
OG0000010	OG0000010.868	ehuD	amino acid ABC transporter per me ase	1021_SM_b20430,1021_SM_b21136,1021_SMc03893	WSM419_Smed_3137,WSM419_Smed_3697,WSM419_Smed_4547		amino-acid transport system permease ABC transporter protein; ABC transporter permease; cysteine ABC transporter permease; ectoine/hydroxyectoine ABC transporter permease subunit EhuD; ectoine/hydroxyectoine ABC transporter permease EhuD; amino acid ABC transporter permease; polar amino acid ABC transporter inner membrane subunit; glutamine ABC transporter permease GlnP
OG0000010	OG0000010.475		amino acid ABC transporter per me ase	1021_SM_b21137,1021_SMa0081,1021_SMa0503	WSM419_Smed_4548		ABC transporter permease; polar amino acid ABC transporter inner membrane subunit; amino acid ABC transporter permease
OG0000010	OG0000010.64	ehuC,glnP	amino acid ABC transporter permease	1021_SM_b20429	WSM419_Smed_3698		ectoine/hydroxyectoine ABC transporter permease subunit EhuC; glutamine ABC transporter permease; glutamate/aspartate transporter permease GltK; ABC transporter permease; ectoine/hydroxyectoine ABC transporter permease EhuC; amino acid ABC transporter permease
OG0000011	OG0000011.866	gcvA	LysR family transcriptional regulator	1021_SM_b20847,1021_SMc00037,1021_SMc00275	WSM419_Smed_0572,WSM419_Smed_0753,WSM419_Smed_4496		LysR family transcriptional regulator; DNA-binding transcriptional activator GcvA; glycine-cleavage system transcriptional activator GcvA 1; glycine-cleavage system transcriptional activator GcvA 3; transcriptional regulator; transcriptional regulator GcvA
OG0000011	OG0000011.579	gcvA	LysR f amily transcriptional regulator	1021_SMa0179,1021_SMa0750,1021_SMa2287,1021_SMc00929	WSM419_Smed_0431,WSM419_Smed_5980		transcriptional regulator; hypothetical protein; LysR family transcriptional regulator; choline sulfate-utilization transcription factor; transcriptional regulator GcvA
OG0000011	OG0000011.1	gcvA	LysR f amily transcriptional regulator	1021_SMa0303,1021_SMa2293,1021_SMc04882	WSM419_Smed_1395,WSM419_Smed_3156,WSM419_Smed_5369		LysR family transcriptional regulator; HTH-type transcriptional activator AmpR; beta lactamase transcriptional activator; hypothetical protein; transcriptional regulator; transcriptional regulator GcvA
OG0000012	OG0000012.1		containing pro tein	1021_SMa0137,1021_SMc00038,1021_SMc00887	WSM419_Smed_0430,WSM419_Smed_0574,WSM419_Smed_5153		GGDEF-domain containing protein; Diguanylate cyclase/phosphodiesterase; diguanylate phosphodiesterase; EAL domain-containing protein; bifunctional diguanylate cyclase/phosphodiesterase; phosphodiesterase; hypothetical protein; sensory box/GGDEF family protein; GGDEF domain-containing protein; sensor domain-containing phosphodiesterase; diguanylate cyclase; diguanylate cyclase/phosphodiesterase; PAS/PAC and GAF sensor-containing diguanylate cyclase/phosphodiesterase; PAS domain S-box protein
OG0000012	OG0000012.757		bifunctional diguanyla te cyclase/phosphodiesterase	1021_SM_b20900	WSM419_Smed_5672		GGDEF/EAL domain transcriptional regulator; GGDEF and EAL domain-containing protein; EAL domain-containing protein; bifunctional diguanylate cyclase/phosphodiesterase; hypothetical protein; diguanylate cyclase/phosphodiesterase; GGDEF domain-containing protein; diguanylate cyclase; PAS domain S-box protein
OG0000012	OG0000012.918		dn ti	1021_SM_b20447	WSM419_Smed_3683,WSM419_Smed_6138		GGDEF-domain containing protein; diguanylate phosphodiesterase; EAL domain-containing protein; bifunctional diguanylate cyclase/phosphodiesterase; PAS domain-containing protein; phosphodiesterase; hypothetical protein; sensor domain-containing phosphodiesterase; GGDEF domain-containing protein; diguanylate cyclase/phosphodiesterase; diguanylate cyclase; deubiquitinase; sensory transduction protein kinase; histidine kinase; PAS domain S-box protein
OG0000012	OG0000012.581		domain containing pro tein				EAL domain-containing protein; phosphodiesterase; bifunctional diguanylate cyclase/phosphodiesterase; CHASE2 domain-containing protein; sensor domain-containing phosphodiesterase; hypothetical protein
OG0000013	OG0000013.2		ABC transporter permease	1021_SM_b20352,1021_SM_b20714	WSM419_Smed_0344,WSM419_Smed_3127,WSM419_Smed_3767,WSM419_Smed_4266		ABC transporter permease; sugar uptake ABC transporter permease; sugar ABC transporter permease; ribose ABC transporter permease; ribose ABC transporter; amino acid ABC transporter permease; monosaccharide-transporting ATPase
OG0000013	OG0000013.994	rbsC	ABC transporter permease	1021_SM_b20719,1021_SM_b20854,1021_SM_b20929,1021_SM_b21342,1021_SM_b21343,1021_SMa0271,1021_SMa1996,1021_SMc02452,1021_SMc03814	WSM419_Smed_2473,WSM419_Smed_4262,WSM419_Smed_4737,WSM419_Smed_4738,WSM419_Smed_4928,WSM419_Smed_5264		ABC transporter permease; AraH, Ribose/xylose/arabinose/galactoside ABC-type transport system, permease components AraH; sugar uptake ABC transporter permease; sugar ABC transporter permease; ribose ABC transporter permease; ribose ABC transporter; monosaccharide-transporting ATPase
OG0000013	OG0000013.541	araH,rbsC	ABC transport er permease	1021_SM_b20506,1021_SM_b21375,1021_SM_b21423,1021_SMa0070,1021_SMa0217,1021_SMa1418,1021_SMa1424,1021_SMc02019,1021_SMc02031,1021_SMc02772,1021_SMc03000	WSM419_Smed_0227,WSM419_Smed_0914,WSM419_Smed_2042,WSM419_Smed_2442,WSM419_Smed_3229,WSM419_Smed_3602,WSM419_Smed_4767,WSM419_Smed_5242,WSM419_Smed_5745		ABC transporter permease; permease; sugar uptake ABC transporter permease; L-arabinose ABC transporter permease AraH; hypothetical protein; sugar ABC transporter permease; ribose ABC transporter permease; L-arabinose transporter permease; Ribose/xylose/arabinose/galactoside ABC-type transport system, permease components AraH; monosaccharide-transporting ATPase
OG0000014	OG0000014.240	livG	ABC transporter ATP binding protein	1021_SM_b20785,1021_SMc02357	WSM419_Smed_4220,WSM419_Smed_5344		ABC transporter ATP-binding protein; hydrophobic amino acid ABC transporter ATP-binding protein; branched-chain amino acid ABC transporter; ABC transporter; branched-chain amino acid ABC transporter ATP-binding protein
OG0000014	OG0000014.1		ABC transporter ATP binding protein	1021_SMc03120	WSM419_Smed_2865		ABC transporter ATP-binding protein; ABC transporter-like protein
OG0000015	OG0000015.1		GGDEF domain containing protein	1021_SM_b20389,1021_SMc01464	WSM419_Smed_2046,WSM419_Smed_3728		hypothetical protein; GGDEF domain-containing protein; diguanylate cyclase; PAS domain-containing protein; sensor domain-containing diguanylate cyclase
OG0000015	OG0000015.1092		domain contai ig protein	1021_SMa2301	WSM419_Smed_5323		transmembrane response regulator protein with GGDEF domain; PAS domain-containing protein; sensor domain-containing diguanylate cyclase; diguanylate cyclase response regulator; hypothetical protein; GGDEF domain-containing protein; diguanylate cyclase; response regulator/GGDEF domain transcriptional regulator; Diguanylate cyclase; PAS domain S-box protein
OG0000015	OG0000015.662		GGDEF domain containing protein	1021_SMc04015	WSM419_Smed_2687		GGDEF family regulator; hypothetical protein; GGDEF domain-containing protein; diguanylate cyclase
OG0000015	OG0000015.773		GGDEF domain containing protein	1021_SM_b20523	WSM419_Smed_1471		hypothetical protein; GGDEF domain-containing protein; diguanylate cyclase; diguanylate cyclase response regulator
OG0000015	OG0000015.600		GGDEF domain containing protein				hypothetical protein; GGDEF domain-containing protein
OG0000016	OG0000016.0		tripartite tricarboxylate transporter substrate binding protein	1021_SM_b20025,1021_SMa1927,1021_SMc00499	WSM419_Smed_4104,WSM419_Smed_5284		hypothetical protein; tripartite tricarboxylate transporter substrate binding protein BugD; tripartite tricarboxylate transporter substrate binding protein; tripartite tricarboxylate transporter receptor protein; ABC transporter substrate-binding protein
OG0000017	OG0000017.3	cyaF1,cyaF5,cya2,cya3,cya1,cyaF6,cyaF4,cyaF2,cyaF3,cyaF,cyaJ	ade nylate cyclase	1021_SM_b20539,1021_SM_b20702,1021_SMa0570,1021_SMa1583,1021_SMc01198,1021_SMc03099,1021_SMc03985,1021_SMc04292,1021_SMc04343	WSM419_Smed_1276,WSM419_Smed_1942,WSM419_Smed_1960,WSM419_Smed_2656,WSM419_Smed_2885,WSM419_Smed_4280,WSM419_Smed_5448,WSM419_Smed_5729		transcriptional regulator domain-containing protein; CyaF5 adenylate cyclase; tetratricopeptide repeat protein; putative integral membrane protein; CyaF4 adenylate cyclase; guanylyl cyclase; adenylate/guanylate cyclase; putative adenylate/guanylate cyclase; guanylate cyclase; adenylyl cyclase class-3/4/guanylyl cyclase; hypothetical protein; adenylate/guanylate cyclase domain-containing protein; transcriptional activator domain-containing protein; amino-terminus of a disrupted adenylate/guanylate cyclase; adenylate cyclase 3; adenylate cyclase; transcriptional regulator; regulatory protein; adenylate/guanylate cyclase transmembrane protein; adenylate class-3/4/guanylyl cyclase; membrane protein
OG0000017	OG0000017.1174		yotti al protein				tetratricopeptide repeat protein; adenylate/guanylate cyclase domain-containing protein; hypothetical protein; adenylate cyclase; transcriptional regulator; WD-repeart protein, beta transducin-like protein
OG0000018	OG0000018.816		ABC transporter ATP binding protein				ABC transporter ATP-binding protein; peptide ABC transporter ATP-binding protein; oligopeptide ABC transporter ATP-binding protein
OG0000018	OG0000018.837		ABC transporter ATP binding protein				ABC transporter ATP-binding protein
OG0000018	OG0000018.842		ABC transporter ATP binding protein	1021_SM_b20479,1021_SMa0110	WSM419_Smed_3644,WSM419_Smed_5163		ABC transporter ATP-binding protein; ABC transporter-like protein; oligopeptide/dipeptide ABC transporter, ATPase subunit; dipeptide ABC transporter ATP-binding protein
OG0000018	OG0000018.1	dppF1,dppF	ABC transport er ATP binding protein	1021_SMc00790,1021_SMc02424,1021_SMc03126	WSM419_Smed_0333,WSM419_Smed_2855,WSM419_Smed_5788		dipeptide ABC transporter ATP-binding protein DppF; peptide ABC transporter ATP-biding component; oligopeptide/dipeptide ABC transporter ATPase; ABC transporter ATP-binding protein; peptide ABC transporter ATP-binding protein; ABC transporter-like protein; oligopeptide transport ATP-binding ABC transporter protein; oligopeptide/dipeptide ABC transporter, ATPase subunit; dipeptide ABC transporter ATP-binding protein; ATP-binding cassette domain-containing protein; transport system ATP-binding ABC transporter protein
OG0000018	OG0000018.289		ABC transporter ATP bind ing protein	1021_SMa1370,1021_SMa1646,1021_SMa2079	WSM419_Smed_3302,WSM419_Smed_5063,WSM419_Smed_5623,WSM419_Smed_5658		oligopeptide/dipeptide ABC transporter ATPase; ABC transporter ATP-binding protein; peptide ABC transporter ATP-binding protein; oligopeptide/dipeptide ABC transporter, ATPase subunit; dipeptide/oligopeptide/nickel ABC transporter ATP-binding protein; dipeptide ABC transporter ATP-binding protein; ATP-binding cassette domain-containing protein; peptide ABC transporter substrate-binding protein; dipeptide ABC transporter ATPase; oligopeptide ABC transporter ATP-binding protein
OG0000019	OG0000019.257	betB,betB2,hpaE,attK	bet aine aldehyde dehydrogenase	1021_SMa1731,1021_SMc00094	WSM419_Smed_0563		betaine-aldehyde dehydrogenase; 5-carboxymethyl-2-hydroxymuconate semialdehyde dehydrogenase; betaine aldehyde dehydrogenase
OG0000019	OG0000019.448	betB	aldehyde dehydrogenase	1021_SMa0220,1021_SMa1415,1021_SMa1844,1021_SMc04397	WSM419_Smed_2446,WSM419_Smed_3171,WSM419_Smed_5240,WSM419_Smed_5602		sorbosone dehydrogenase; betaine-aldehyde dehydrogenase; aldehyde dehydrogenase family protein; L-sorbosone dehydrogenase, NADP dependent protein; gamma-aminobutyraldehyde dehydrogenase; aldehyde; aldehyde dehydrogenase; aminobutyraldehyde dehydrogenase; NAD-dependent aldehyde dehydrogenase; gamma-glutamyl-gamma-aminobutyraldehyde dehydrogenase; betaine aldehyde dehydrogenase
OG0000019	OG0000019.2	dhaS	aldehyde dehydrogenase	1021_SMa0796,1021_SMa2213	WSM419_Smed_6251		hypothetical protein; aldehyde dehydrogenase; carnitine dehydratase
OG0000020	OG0000020.431	dppD1,dppD	ABC transporter ATP binding protein	1021_SMa0108,1021_SMc00789	WSM419_Smed_0332,WSM419_Smed_5164		peptide ABC transporter permease; ABC transporter ATP-binding protein; peptide ABC transporter ATP-binding protein; ABC transporter-like protein; dipeptide ABC transporter ATP-binding protein DppD; ABC transporter
OG0000020	OG0000020.626	oppD	ABC transport er ATP binding protein	1021_SMa1371,1021_SMa1647,1021_SMc02423,1021_SMc03125	WSM419_Smed_2856,WSM419_Smed_5064,WSM419_Smed_5622,WSM419_Smed_5789		oligopeptide/dipeptide ABC transporter ATPase; ABC transporter ATP-binding protein; peptide ABC transporter ATP-binding protein; oligopeptide transport ATP-binding ABC transporter protein; oligopeptide/dipeptide ABC transporter, ATPase subunit; transport system ATP-binding ABC transporter protein
OG0000020	OG0000020.2	dppD	ABC transporter ATP binding protein	1021_SMa2081	WSM419_Smed_3303,WSM419_Smed_5657		oligopeptide/dipeptide ABC transporter ATPase; ABC transporter ATP-binding protein; peptide ABC transporter ATP-binding protein; oligopeptide/dipeptide ABC transporter, ATPase subunit; dipeptide ABC transporter ATP-binding protein DppD; oligopeptide ABC transporter ATP-binding protein
OG0000021	OG0000021.847		sugar ABC transport er permease		WSM419_Smed_2698		ABC transporter permease; sugar ABC transporter permease; binding-protein-dependent transport system inner membrane protein
OG0000021	OG0000021.834		b euear A traportr r mbraea		WSM419_Smed_2455		sugar ABC transporter permease; binding-protein-dependent transport system inner membrane protein
OG0000021	OG0000021.2		sugar ABC transporter permease				sugar ABC transporter permease
OG0000021	OG0000021.252		sugar ABC transport er permease	1021_SM_b20232,1021_SM_b20633,1021_SM_b21220	WSM419_Smed_0187,WSM419_Smed_1701,WSM419_Smed_2145,WSM419_Smed_2314,WSM419_Smed_4016,WSM419_Smed_4160,WSM419_Smed_4556		binding-protein-dependent transport systems inner membrane component; maltose ABC transporter permease; binding-protein-dependent transport system inner membrane protein; ABC transporter permease; sugar uptake ABC transporter permease; hypothetical protein; sugar ABC transporter permease
